Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
03/06/2013,2.8045,2.8436,2.8024,2.8334,0.052,,3314,3137,,,
31/05/2013,2.8186,2.8206,2.7843,2.7814,-0.0628,,3456,3479,,,
30/05/2013,2.8374,2.8374,2.8374,2.8431,-0.0264,,47,2925,,,
29/05/2013,2.9006,2.9024,2.8696,2.8695,-0.0371,,404,3017,,,25
28/05/2013,2.9124,2.9186,2.9067,2.9066,0.0425,,433,2973,,,
27/05/2013,2.8641,2.8641,2.8641,2.8641,0.0072,,4,2973,,,
24/05/2013,2.8382,2.8581,2.8382,2.8569,-0.0031,,808,2464,,,406
23/05/2013,2.85,2.8639,2.8254,2.86,-0.0136,,2332,3781,,,1025
22/05/2013,2.9031,2.9031,2.8741,2.8736,-0.0554,,1543,4034,,,325
21/05/2013,2.9467,2.9467,2.9296,2.929,-0.0218,,1096,3833,,,65
20/05/2013,2.9275,2.9589,2.9275,2.9508,0.0138,,1121,3596,,,
17/05/2013,2.9402,2.9483,2.9197,2.937,0.0283,,1751,3452,,,
16/05/2013,2.8963,2.9189,2.8823,2.9087,0.0286,,2416,3307,,,
15/05/2013,2.8506,2.8825,2.8201,2.8801,0.0071,,3497,3550,,,54
14/05/2013,2.8696,2.8824,2.8696,2.873,-0.018,,1837,4311,,,
13/05/2013,2.8965,2.9109,2.8831,2.891,-0.0152,,3804,4692,,,500
10/05/2013,2.9095,2.9095,2.8541,2.9062,-0.0304,,2755,4925,,,
09/05/2013,2.9069,2.938,2.9069,2.9366,0.0219,,3219,5266,,,
08/05/2013,2.9227,2.9319,2.899,2.9147,-0.013,,4252,5386,,,
07/05/2013,2.9399,2.9438,2.9259,2.9277,0.0075,,2712,5271,,,
06/05/2013,2.8831,2.9111,2.8829,2.9202,0.0358,,1798,5809,,,
03/05/2013,2.8509,2.9036,2.8503,2.8844,0.0289,,2493,5287,,,100
02/05/2013,2.798,2.8558,2.798,2.8555,0.0666,,2430,5125,,,88
01/05/2013,2.8063,2.8112,2.7601,2.7889,-0.0507,,2794,4582,,,
30/04/2013,2.8538,2.8569,2.8228,2.8396,-0.0272,,1240,4347,,,
29/04/2013,2.8973,2.8979,2.8894,2.9007,-0.0005,,43,2946,,,
26/04/2013,2.8959,2.9194,2.8896,2.9012,-0.0005,,440,3719,,,1314
25/04/2013,2.8506,2.9027,2.8506,2.9017,0.0604,,740,3466,,,
24/04/2013,2.8186,2.8421,2.8186,2.8413,0.0296,,456,3046,,,325
23/04/2013,2.8041,2.8116,2.8001,2.8117,0.0023,,552,2948,,,
22/04/2013,2.7908,2.8272,2.7858,2.8094,0.0218,,347,3416,,,100
19/04/2013,2.7988,2.8072,2.7796,2.7876,0.0085,,592,3244,,,
18/04/2013,2.7632,2.7898,2.7429,2.7791,0.0445,,860,3073,,,115
17/04/2013,2.807,2.807,2.7303,2.7346,-0.0719,,1043,3133,,,
16/04/2013,2.8088,2.8088,2.7781,2.8065,-0.0227,,916,3095,,,
15/04/2013,2.8551,2.8585,2.8011,2.8292,-0.0426,,1381,2942,,,200
12/04/2013,2.8567,2.8811,2.84,2.8718,-0.0273,,3012,3580,,,1125
11/04/2013,2.9321,2.9321,2.8911,2.8991,-0.0488,,3365,3131,,,
10/04/2013,2.9429,2.9524,2.9429,2.9479,-0.0134,,2467,2574,,,
09/04/2013,2.9419,2.963,2.9383,2.9613,0.0076,,1506,2610,,,
08/04/2013,2.9401,2.9473,2.9308,2.9537,0.0439,,3065,3524,,,
05/04/2013,2.9305,2.94,2.9074,2.9098,-0.0538,,2499,2322,,,
04/04/2013,3.0104,3.0104,2.9421,2.9636,-0.0384,,2377,3344,,,
03/04/2013,3.0721,3.0779,2.9956,3.002,-0.0854,,1338,3802,,,
02/04/2013,3.0908,3.0979,3.0695,3.0874,0.0187,,1851,3492,,,300
01/04/2013,3.0424,3.0885,3.0199,3.0687,,,2113,2510,,,
28/03/2013,3.035,3.0561,3.021,3.047,0.0102,,899,2531,,,150
27/03/2013,2.9114,2.9114,2.9114,2.9154,0.0341,,19,1921,,,
26/03/2013,2.865,2.8811,2.8645,2.8813,0.0041,,628,2595,,,419
25/03/2013,2.9138,2.9138,2.8639,2.8772,-0.0071,,844,2242,,,647
22/03/2013,2.8953,2.8953,2.8771,2.8843,-0.012,,517,2263,,,50
21/03/2013,2.8898,2.8982,2.8834,2.8963,0.0042,,422,3633,,,1234
20/03/2013,2.8933,2.8934,2.8659,2.8921,0.028,,428,3688,,,
19/03/2013,2.9082,2.9082,2.8459,2.8641,-0.0626,,1378,4220,,,400
18/03/2013,2.904,2.9377,2.8975,2.9267,-0.0123,,742,4312,,,
15/03/2013,2.9357,2.961,2.9296,2.939,0.0095,,593,4228,,,
14/03/2013,2.9163,2.9387,2.9125,2.9295,0.0053,,782,6501,,,2641
13/03/2013,2.9523,2.9578,2.907,2.9242,-0.0242,,1094,6504,,,
12/03/2013,2.9879,3.0054,2.9374,2.9484,-0.0207,,1470,6593,,,300
11/03/2013,2.9771,2.9817,2.9561,2.9691,-0.0058,,1053,6696,,,250
08/03/2013,2.9559,2.9747,2.9536,2.9749,-0.0046,,1760,7732,,,1551
07/03/2013,2.9642,2.9846,2.9583,2.9795,0.0039,,2129,7655,,,165
06/03/2013,2.9938,2.9954,2.9575,2.9756,0.0026,,4218,7568,,,600
05/03/2013,2.9217,2.9762,2.9217,2.973,0.0539,,4025,7468,,,
04/03/2013,2.9322,2.9347,2.9066,2.9191,-0.011,,2980,7193,,,
01/03/2013,2.9224,2.9383,2.9214,2.9301,-0.0302,,2363,7354,,,377
28/02/2013,2.9887,2.9929,2.9479,2.9603,-0.0243,,1309,7131,,,78
27/02/2013,3.0066,3.0066,3.0066,2.9879,-0.0438,,77,2078,,,
26/02/2013,3.0721,3.0721,3.0361,3.0317,-0.0672,,1449,2691,,,50
25/02/2013,3.1152,3.1434,3.0791,3.0989,-0.0053,,2428,2227,,,338
22/02/2013,3.1005,3.1131,3.0945,3.1042,0.0085,,1277,2356,,,142
21/02/2013,3.1146,3.1193,3.0953,3.0957,-0.0606,,1813,2927,,,50
20/02/2013,3.1831,3.1831,3.1374,3.1563,-0.0243,,2642,2658,,,
19/02/2013,3.1689,3.1861,3.1689,3.1806,-0.0229,,1616,2875,,,176
18/02/2013,3.2113,3.2113,3.1982,3.2035,-0.0069,,96,2874,,,
15/02/2013,3.1996,3.218,3.1756,3.2104,-0.0133,,1822,2986,,,
14/02/2013,3.2189,3.2305,3.2189,3.2237,0.0049,,1877,3370,,,
13/02/2013,3.2362,3.2362,3.2153,3.2188,-0.0174,,2283,3224,,,
12/02/2013,3.2306,3.2359,3.228,3.2362,0.0047,,1581,3037,,,
11/02/2013,3.226,3.2328,3.2234,3.2315,-0.0069,,1103,3059,,,
08/02/2013,3.24,3.2542,3.2359,3.2384,0.0389,,820,2986,,,200
07/02/2013,3.2085,3.2085,3.1903,3.1995,0.0137,,1785,2982,,,100
06/02/2013,3.181,3.1873,3.1794,3.1858,-0.0055,,1428,2860,,,
05/02/2013,3.1605,3.1975,3.1605,3.1913,0.0373,,2352,3026,,,
04/02/2013,3.155,3.1689,3.1443,3.154,-0.0066,,2623,2969,,,
01/02/2013,3.1439,3.164,3.1328,3.1606,0.0419,,1809,2819,,,
31/01/2013,3.1086,3.1228,3.1054,3.1187,0.01,,669,2871,,,50
30/01/2013,3.1115,3.1115,3.1115,3.1173,0.0081,,98,1509,,,
29/01/2013,3.1049,3.1068,3.0951,3.1092,0.0476,,648,1720,,,311
28/01/2013,3.08,3.08,3.0513,3.0616,0.0048,,1500,1924,,,50
25/01/2013,3.0609,3.0617,3.0599,3.0568,-0.0296,,1011,2223,,,61
24/01/2013,3.0921,3.0921,3.0839,3.0864,0.0083,,2963,2713,,,200
23/01/2013,3.0713,3.0713,3.0713,3.0781,0.0099,,924,3058,,,459
22/01/2013,3.0845,3.0907,3.0726,3.0682,0.0011,,1667,3210,,,100
21/01/2013,3.0618,3.0618,3.0602,3.0671,0.0146,,55,3208,,,
18/01/2013,3.0198,3.055,3.0198,3.0525,0.0313,,1076,2947,,,
17/01/2013,3.01,3.0194,3.002,3.0212,0.0221,,1969,2661,,,200
16/01/2013,3.0335,3.0335,2.9886,2.9991,-0.0122,,1981,2423,,,
15/01/2013,3.0596,3.0745,3.0317,3.0113,-0.0512,,2036,2739,,,
14/01/2013,3.0402,3.0594,3.024,3.0625,0.054,,1816,2713,,,
11/01/2013,3.0505,3.0505,2.9971,3.0085,-0.0458,,3255,2795,,,
10/01/2013,3.1071,3.1106,3.0507,3.0543,-0.0156,,4636,3260,,,
09/01/2013,3.059,3.0694,3.0527,3.0699,0.0114,,1634,3029,,,
08/01/2013,3.0369,3.0739,3.0366,3.0585,0.0264,,2303,2828,,,
07/01/2013,3.0213,3.0422,3.0091,3.0321,0.0144,,2238,2765,,,105
04/01/2013,3.0054,3.0237,2.9924,3.0177,-0.0074,,3135,2397,,,
03/01/2013,3.0351,3.0351,3.0069,3.0251,-0.0212,,3146,2434,,,
02/01/2013,3.0544,3.0694,3.0359,3.0463,,,2156,2608,,,
31/12/2012,2.996,3.0425,2.996,3.0318,0.0105,,1119,2782,,,
28/12/2012,3.075,3.0776,3.075,3.0448,-0.0275,,38,1884,,,
27/12/2012,3.0582,3.0809,3.0582,3.0723,0.021,,523,1342,,,727
26/12/2012,3.015,3.0608,3.015,3.0513,,,769,1522,,,53
24/12/2012,3.0097,3.0185,3.0007,3.0022,-0.0202,,470,1552,,,
21/12/2012,3.0352,3.0352,3.0209,3.0224,-0.0351,,1535,1776,,,274
20/12/2012,3.04,3.067,3.0389,3.0575,0.0219,,2109,1756,,,200
19/12/2012,3.0224,3.0385,3.0224,3.0356,0.0391,,1110,1900,,,142
18/12/2012,2.9744,3.0061,2.9744,2.9965,0.0402,,1678,2674,,,583
17/12/2012,2.9764,2.9824,2.9631,2.9563,-0.0244,,1914,2947,,,
14/12/2012,2.966,2.9849,2.966,2.9807,0.037,,3123,3011,,,130
13/12/2012,2.9711,2.9759,2.9509,2.9437,-0.0231,,4158,2752,,,200
12/12/2012,2.939,2.9983,2.939,2.9668,0.0398,,5319,3714,,,
11/12/2012,2.9349,2.9349,2.9184,2.927,0.0308,,3376,2924,,,
10/12/2012,2.9225,2.9232,2.8965,2.8962,-0.0191,,2997,3452,,,
07/12/2012,2.9402,2.9523,2.9145,2.9153,-0.0279,,2983,3091,,,
06/12/2012,2.9901,2.9968,2.9359,2.9432,-0.0475,,2817,3190,,,
05/12/2012,3.0193,3.0253,2.9799,2.9907,-0.0133,,2352,3774,,,1126
04/12/2012,3.0473,3.0473,3.0031,3.004,-0.0522,,4066,4425,,,750
03/12/2012,3.074,3.0848,3.0529,3.0562,-0.0045,,2336,4253,,,100
30/11/2012,3.0503,3.0667,3.0503,3.0607,0.0038,,968,4214,,,250
29/11/2012,3.0406,3.0406,3.0406,3.0406,0.0326,,15,2741,,,25
28/11/2012,3,3.0161,2.9871,3.008,-0.0014,,1754,3145,,,404
27/11/2012,3.035,3.035,3.0133,3.0094,-0.0371,,2296,3897,,,565
26/11/2012,3.0833,3.0833,3.0436,3.0465,-0.0306,,1880,4477,,,607
23/11/2012,3.0577,3.0911,3.0496,3.0771,0.0129,,365,4413,,,497
22/11/2012,3.0642,3.0642,3.0642,3.0642,-0.008,,1,4416,,,
21/11/2012,3.055,3.0844,3.055,3.0722,0.033,,1413,4745,,,276
20/11/2012,3.0586,3.078,3.0435,3.0392,-0.0359,,1966,4959,,,92
19/11/2012,3.0252,3.0864,3.0252,3.0751,0.0883,,2317,4836,,,
16/11/2012,2.9754,2.9895,2.9575,2.9868,0.0133,,2255,4761,,,
15/11/2012,3.0111,3.0111,2.9521,2.9735,-0.0147,,1230,5108,,,460
14/11/2012,2.97,3.0054,2.9532,2.9882,0.0274,,1525,4958,,,
13/11/2012,2.9923,2.9923,2.9471,2.9608,-0.0384,,2490,5245,,,300
12/11/2012,2.9982,3.0243,2.988,2.9992,-0.0063,,1695,5259,,,
09/11/2012,2.9598,3.0114,2.9598,3.0055,0.0501,,1984,5157,,,
08/11/2012,2.98,2.9899,2.9494,2.9554,-0.0067,,2109,5210,,,54
07/11/2012,3.0309,3.0316,2.9511,2.9621,-0.0908,,2401,5467,,,279
06/11/2012,2.977,3.0569,2.9758,3.0529,0.07,,3310,5294,,,
05/11/2012,2.9456,2.9831,2.9456,2.9829,0.0355,,2313,5928,,,723
02/11/2012,3.0303,3.0303,2.9455,2.9474,-0.0858,,4284,5758,,,375
01/11/2012,3.0306,3.0506,3.0238,3.0332,-0.0291,,2807,6196,,,331
31/10/2012,3.0616,3.08,3.0509,3.0623,-0.0074,,2957,6354,,,
30/10/2012,3.0866,3.0866,3.0866,3.0866,-0.0286,,12,1574,,,
29/10/2012,3.1122,3.1427,3.1096,3.1152,0.0174,,853,2280,,,767
26/10/2012,3.1066,3.1105,3.0994,3.0978,0.0357,,2066,2289,,,
25/10/2012,3.0612,3.0612,3.0433,3.0621,0.0227,,1283,3500,,,701
24/10/2012,3.0545,3.0545,3.0224,3.0394,-0.004,,1041,3573,,,
23/10/2012,3.0777,3.0789,3.0423,3.0434,-0.0333,,1914,3902,,,441
22/10/2012,3.105,3.1101,3.0754,3.0767,-0.0578,,2032,3710,,,
19/10/2012,3.2024,3.2251,3.1311,3.1345,-0.0521,,1172,3684,,,
18/10/2012,3.1695,3.1943,3.1608,3.1866,-0.0028,,1288,3628,,,
17/10/2012,3.1913,3.1916,3.1716,3.1894,-0.0091,,760,3644,,,
16/10/2012,3.1866,3.1891,3.1865,3.1985,-0.0106,,1125,2366,,,999
15/10/2012,3.219,3.2274,3.1841,3.2091,-0.0148,,1824,2981,,,
12/10/2012,3.2189,3.236,3.2106,3.2239,-0.0332,,1500,2608,,,
11/10/2012,3.2243,3.2631,3.2243,3.2571,0.044,,2393,3089,,,200
10/10/2012,3.21,3.2391,3.2,3.2131,0.0099,,1797,3681,,,365
09/10/2012,3.1635,3.2033,3.1556,3.2032,0.0589,,1627,3904,,,500
08/10/2012,3.1295,3.166,3.125,3.1443,-0.0116,,2765,4050,,,
05/10/2012,3.1782,3.1824,3.132,3.1559,-0.0325,,1697,3746,,,
04/10/2012,3.092,3.1879,3.0907,3.1884,0.122,,2639,3470,,,
03/10/2012,3.0901,3.091,3.0615,3.0664,-0.0591,,5395,4258,,,300
02/10/2012,3.14,3.14,3.1292,3.1255,-0.0103,,1493,3965,,,500
01/10/2012,3.1492,3.1545,3.1334,3.1358,-0.0234,,1924,4153,,,
28/09/2012,3.1593,3.1708,3.1421,3.1592,0.0084,,1207,4674,,,
27/09/2012,3.1573,3.1573,3.1573,3.1573,0.0505,,23,2525,,,
26/09/2012,3.0746,3.0846,3.0696,3.1068,-0.0018,,922,2712,,,
25/09/2012,3.1025,3.1273,3.1015,3.1086,0.0099,,1413,2344,,,600
24/09/2012,3.0941,3.1009,3.0751,3.0987,-0.022,,703,3209,,,200
21/09/2012,3.1,3.1249,3.1,3.1207,0.0232,,1167,2748,,,700
20/09/2012,3.03,3.1112,3.03,3.0975,0.0535,,2265,2629,,,900
19/09/2012,3.15,3.15,3.0402,3.044,-0.0831,,1948,2501,,,
18/09/2012,3.1549,3.1549,3.1247,3.1271,-0.0363,,1251,2316,,,100
17/09/2012,3.2298,3.2298,3.1158,3.1634,-0.0761,,2151,2292,,,
14/09/2012,3.2375,3.2477,3.2369,3.2395,0.0282,,1818,2707,,,808
13/09/2012,3.204,3.2451,3.199,3.2113,-0.0039,,2386,3506,,,
12/09/2012,3.195,3.215,3.1939,3.2152,0.0295,,2258,3548,,,
11/09/2012,3.1641,3.189,3.1641,3.1857,0.0189,,2473,4242,,,
10/09/2012,3.153,3.1644,3.1482,3.1668,0.0179,,4123,4916,,,300
07/09/2012,3.1655,3.1655,3.1233,3.1489,0.0064,,3500,5065,,,150
06/09/2012,3.14,3.1639,3.1255,3.1425,0.0249,,2544,5086,,,
05/09/2012,3.1491,3.1494,3.1166,3.1176,-0.0292,,1655,5073,,,
04/09/2012,3.2035,3.2066,3.1528,3.1468,-0.0547,,1261,5261,,,
03/09/2012,3.1862,3.2015,3.1862,3.2015,0.0213,,42,5260,,,
31/08/2012,3.1561,3.1634,3.1557,3.1802,0.0469,,2207,5077,,,
30/08/2012,3.1386,3.139,3.1386,3.1245,0.0088,,781,1386,,,
29/08/2012,3.1181,3.1183,3.1164,3.1157,-0.0046,,538,1354,,,
28/08/2012,3.1154,3.1229,3.1045,3.1203,0.0085,,567,1281,,,354
27/08/2012,3.157,3.157,3.102,3.1118,0.0017,,1366,2192,,,1790
24/08/2012,3.1322,3.1475,3.1011,3.1101,-0.0229,,953,1973,,,
23/08/2012,3.1546,3.1574,3.1226,3.133,0.0043,,860,2017,,,
22/08/2012,3.1149,3.1366,3.1077,3.1287,0.0044,,1722,1976,,,
21/08/2012,3.1178,3.1403,3.1178,3.1243,0.0312,,617,2073,,,50
20/08/2012,3.1131,3.1131,3.0763,3.0931,0.0005,,532,2200,,,183
17/08/2012,3.1062,3.108,3.0801,3.0926,-0.0303,,1154,2435,,,
16/08/2012,3.0993,3.1269,3.0792,3.1229,0.0377,,1706,2125,,,
15/08/2012,3.0406,3.0919,3.0381,3.0852,0.0506,,2016,2156,,,150
14/08/2012,3.0311,3.0372,3.0286,3.0346,0.0163,,525,2127,,,
13/08/2012,3.0537,3.0538,3.0181,3.0183,-0.0022,,1564,2457,,,
10/08/2012,3.0359,3.0359,3.008,3.0205,-0.0245,,847,2474,,,
09/08/2012,3.0234,3.0549,3.0167,3.045,0.0291,,3507,2471,,,
08/08/2012,2.975,3.0292,2.975,3.0159,0.0179,,3564,2715,,,
07/08/2012,2.95,3.0083,2.95,2.998,0.0571,,2516,2578,,,
06/08/2012,2.9223,2.9456,2.9148,2.9409,0.0148,,1764,2556,,,
03/08/2012,2.8645,2.933,2.8587,2.9261,0.0838,,2071,2861,,,
02/08/2012,2.869,2.8833,2.8319,2.8423,-0.0165,,4516,2631,,,
01/08/2012,2.86,2.8811,2.8476,2.8588,0.0108,,2894,2705,,,
31/07/2012,2.8742,2.8742,2.8271,2.848,-0.0334,,3593,3052,,,
30/07/2012,2.8791,2.8791,2.8791,2.8791,-0.0104,,125,1108,,,
27/07/2012,2.8774,2.8898,2.8774,2.8895,0.021,,1135,1135,,,
26/07/2012,2.883,2.8849,2.8585,2.8685,0.0245,,1828,1404,,,
25/07/2012,2.822,2.8492,2.7912,2.844,0.0196,,2325,2717,,,1155
24/07/2012,2.8077,2.8283,2.797,2.8244,0.0055,,673,2853,,,
23/07/2012,2.8392,2.8561,2.8162,2.8189,-0.1054,,1285,2756,,,300
20/07/2012,2.93,2.93,2.9012,2.9243,-0.0227,,1705,2795,,,200
19/07/2012,2.9085,2.945,2.9085,2.947,0.0694,,1999,2831,,,200
18/07/2012,2.841,2.8818,2.841,2.8776,0.0354,,1607,2574,,,
17/07/2012,2.8524,2.8527,2.8226,2.8422,0.0145,,1254,2501,,,50
16/07/2012,2.784,2.8321,2.784,2.8277,0.0395,,1326,2633,,,
13/07/2012,2.7891,2.8073,2.7797,2.7882,0.0149,,2486,2247,,,
12/07/2012,2.7296,2.7748,2.7167,2.7733,0.0115,,2065,2244,,,
11/07/2012,2.7489,2.7703,2.7346,2.7618,0.0423,,3646,3078,,,340
10/07/2012,2.741,2.7454,2.714,2.7195,-0.0295,,2684,3233,,,
09/07/2012,2.7187,2.7663,2.7187,2.749,0.0391,,2586,3022,,,
06/07/2012,2.7267,2.7291,2.7067,2.7099,-0.0585,,1835,3352,,,
05/07/2012,2.7626,2.7796,2.7539,2.7684,0.0298,,1558,3625,,,
04/07/2012,2.7386,2.7386,2.7386,2.7386,-0.0199,,21,3609,,,
03/07/2012,2.7288,2.7592,2.7288,2.7585,0.0826,,1872,3121,,,
02/07/2012,2.6635,2.6867,2.6542,2.6759,-0.034,,2318,2789,,,
29/06/2012,2.5747,2.7137,2.5747,2.7099,0.1627,,2076,3054,,,
28/06/2012,2.5886,2.5895,2.5886,2.5519,-0.0418,,489,2144,,,
27/06/2012,2.5702,2.5998,2.5702,2.5937,0.0172,,756,2235,,,137
26/06/2012,2.562,2.5782,2.5456,2.5765,0.038,,952,2551,,,194
25/06/2012,2.5592,2.5592,2.5125,2.5385,0.0048,,2828,3310,,,688
22/06/2012,2.5224,2.5528,2.5197,2.5337,0.0084,,1445,3997,,,1000
21/06/2012,2.5788,2.5918,2.5171,2.5253,-0.0621,,4401,4020,,,400
20/06/2012,2.641,2.641,2.585,2.5874,-0.0477,,4996,3989,,,500
19/06/2012,2.6218,2.6441,2.6218,2.6351,0.0174,,3803,3671,,,
18/06/2012,2.6372,2.6372,2.6016,2.6177,-0.0288,,4890,4541,,,800
15/06/2012,2.6419,2.6543,2.6306,2.6465,0.0187,,913,4215,,,62
14/06/2012,2.6091,2.6415,2.6029,2.6278,0.0169,,1727,4000,,,
13/06/2012,2.6233,2.6502,2.6085,2.6109,-0.0106,,2661,3932,,,138
12/06/2012,2.6303,2.6524,2.6131,2.6215,-0.0142,,2529,5923,,,2900
11/06/2012,2.6805,2.6805,2.6092,2.6357,-0.0364,,1120,5707,,,
08/06/2012,2.6335,2.6833,2.6309,2.6721,0.005,,1723,5885,,,
07/06/2012,2.6947,2.7128,2.6551,2.6671,-0.0046,,1995,5101,,,
06/06/2012,2.6754,2.6928,2.6554,2.6717,0.0381,,1493,4959,,,
05/06/2012,2.6111,2.6365,2.6106,2.6336,0.0067,,704,4972,,,
04/06/2012,2.5983,2.6317,2.5983,2.6269,-0.001,,1006,4771,,,
01/06/2012,2.6472,2.6622,2.6108,2.6279,-0.0753,,2068,4864,,,
31/05/2012,2.7364,2.7364,2.7018,2.7032,-0.0406,,2140,5244,,,
30/05/2012,2.7647,2.7647,2.7414,2.7398,-0.069,,243,2099,,,
29/05/2012,2.8473,2.8493,2.8093,2.8088,-0.0198,,772,2763,,,400
28/05/2012,2.8286,2.8286,2.8286,2.8286,-0.0002,,24,2766,,,
25/05/2012,2.8293,2.8329,2.8251,2.8288,0.0069,,506,2722,,,100
24/05/2012,2.832,2.8352,2.8193,2.8219,0.0098,,647,3214,,,530
23/05/2012,2.8481,2.8481,2.8043,2.8121,-0.0493,,1298,3688,,,1048
22/05/2012,2.8776,2.8776,2.8574,2.8614,0.0011,,787,3758,,,
21/05/2012,2.8454,2.8722,2.8454,2.8603,0.0303,,758,3773,,,
18/05/2012,2.8471,2.858,2.8277,2.83,-0.019,,905,3833,,,
17/05/2012,2.8938,2.8977,2.8417,2.849,-0.0486,,1989,4308,,,200
16/05/2012,2.9296,2.9363,2.897,2.8976,-0.0354,,1724,4569,,,
15/05/2012,2.9242,2.9385,2.9242,2.933,0.0035,,2341,6316,,,1300
14/05/2012,2.924,2.9334,2.916,2.9295,-0.0341,,3576,5730,,,
11/05/2012,2.9595,2.9801,2.9595,2.9636,-0.0198,,1471,5683,,,
10/05/2012,2.9936,3.0013,2.9724,2.9834,-0.0157,,2359,6118,245,,
09/05/2012,2.9697,2.9983,2.9601,2.9991,0.009,,3119,6244,,,
08/05/2012,2.9769,2.9974,2.9392,2.9901,0.0087,,3738,6534,,,
07/05/2012,2.9959,2.9959,2.9716,2.9814,-0.0274,,2890,6153,,,551
04/05/2012,3.0782,3.0782,2.9805,3.0088,-0.0781,,3519,6173,,,
03/05/2012,3.145,3.145,3.0829,3.0869,-0.0556,,3790,5723,,,200
02/05/2012,3.1704,3.1752,3.1351,3.1425,-0.0346,,4079,5681,,,
01/05/2012,3.1707,3.1936,3.167,3.1771,-0.0071,,1493,6100,,,
30/04/2012,3.1815,3.1854,3.1673,3.1842,0.0007,,1883,6203,,,
27/04/2012,3.1829,3.1864,3.1813,3.1807,-0.0137,,262,1151,,,300
26/04/2012,3.1761,3.2009,3.1745,3.1944,0.0333,,712,1284,,,100
25/04/2012,3.1539,3.1613,3.1188,3.1611,0.0316,,691,1342,,,
24/04/2012,3.1343,3.1406,3.122,3.1295,-0.0103,,481,1520,,,204
23/04/2012,3.1184,3.1417,3.1045,3.1398,0.0022,,838,2416,,,950
20/04/2012,3.1453,3.1578,3.1285,3.1376,0.0125,,724,2264,,,
19/04/2012,3.1374,3.143,3.1134,3.1251,0.0069,,1730,2255,,,
18/04/2012,3.1039,3.1192,3.091,3.1182,-0.0084,,969,2427,,,300
17/04/2012,3.1157,3.132,3.105,3.1266,0.01,,1525,1837,,,
16/04/2012,3.1431,3.147,3.1162,3.1166,-0.058,,1629,1786,,,
13/04/2012,3.1635,3.1865,3.1607,3.1746,0.0083,,1763,1809,,,
12/04/2012,3.1167,3.1685,3.1043,3.1663,0.0514,,2022,1777,,,
11/04/2012,3.0946,3.1294,3.089,3.1149,0.0192,,2391,1928,,,
10/04/2012,3.1348,3.1443,3.0894,3.0957,-0.0502,,1674,1770,,,
09/04/2012,3.143,3.1522,3.1117,3.1459,-0.0233,,1404,1867,,,
05/04/2012,3.1628,3.1798,3.144,3.1692,0.0083,,1417,1938,,,
04/04/2012,3.2185,3.2245,3.1589,3.1609,-0.0666,,2372,1811,,,200
03/04/2012,3.2329,3.2604,3.2197,3.2275,-0.0221,,2582,2244,,,100
02/04/2012,3.1787,3.2561,3.1504,3.2496,0.0795,,2119,2567,,,
30/03/2012,3.19,3.2099,3.1643,3.1701,0.0003,,3242,2287,,,
29/03/2012,3.1589,3.1589,3.1589,3.1589,-0.049,,223,1520,,,
28/03/2012,3.1979,3.2064,3.1906,3.2079,-0.0107,,727,1603,,,
27/03/2012,3.2178,3.2351,3.2042,3.2186,-0.0102,,985,1673,,,275
26/03/2012,3.2025,3.2294,3.2025,3.2288,0.0187,,1071,1683,,,
23/03/2012,3.2,3.2666,3.1862,3.2101,0.0314,,1932,1787,,,
22/03/2012,3.2067,3.2109,3.1575,3.1787,-0.0375,,2705,2054,,,210
21/03/2012,3.2359,3.2418,3.2126,3.2162,-0.0205,,1517,1696,,,
20/03/2012,3.2272,3.2438,3.2044,3.2367,-0.0246,,2236,1664,,,192
19/03/2012,3.2731,3.2817,3.2551,3.2613,-0.0206,,1508,1663,,,
16/03/2012,3.2396,3.2846,3.2396,3.2819,0.0594,,1328,1551,,,75
15/03/2012,3.2659,3.2659,3.2011,3.2225,-0.0393,,2050,1551,,,
14/03/2012,3.2712,3.3022,3.2525,3.2618,-0.0094,,1881,1887,,,225
13/03/2012,3.2625,3.2829,3.2401,3.2712,0.0283,,1078,1805,,,
12/03/2012,3.2314,3.2524,3.2213,3.2429,-0.0209,,995,1785,,,
09/03/2012,3.2594,3.2745,3.2501,3.2638,-0.0057,,1647,1594,,,
08/03/2012,3.239,3.2803,3.2316,3.2695,0.0501,,2420,1350,,,
07/03/2012,3.1947,3.2243,3.1782,3.2194,0.0312,,2284,1456,,,
06/03/2012,3.212,3.212,3.1763,3.1882,-0.0292,,2317,1799,,,
05/03/2012,3.2226,3.2298,3.1992,3.2174,0.0156,,1238,2051,,,
02/03/2012,3.2368,3.2535,3.188,3.2018,-0.0735,,2742,2428,,,
01/03/2012,3.219,3.315,3.1901,3.2753,0.0694,,3066,2383,,,
29/02/2012,3.2259,3.2263,3.1637,3.2059,-0.0142,,2670,2793,,,
28/02/2012,3.2238,3.2238,3.2238,3.2238,-0.0626,,368,2184,,,
27/02/2012,3.2941,3.2982,3.2842,3.2864,-0.0295,,263,2307,,,130
24/02/2012,3.2809,3.3067,3.2809,3.3159,0.021,,619,1356,,,1054
23/02/2012,3.3005,3.3005,3.2616,3.2949,0.0225,,907,1265,,,
22/02/2012,3.2724,3.2724,3.2724,3.2724,0.0331,,832,1344,,,143
21/02/2012,3.2112,3.2391,3.2112,3.2393,0.0269,,885,1300,,,450
