,0
0,158.98261000000008
1,158.97826000000003
2,158.94348
3,159.26522
4,158.75217
5,158.89565
6,159.06957
7,158.86087
8,158.93913
9,158.84348
10,158.84348
11,158.72609
12,158.72609
13,158.68696
14,158.70870000000002
15,158.70870000000002
16,158.67391
17,158.73478
18,158.6913
19,158.58261000000005
20,158.65652
21,158.66957
22,158.6913
23,158.68261
24,158.64348
25,159.0913
26,158.63913
27,158.63043000000005
28,158.60435
29,158.56521999999995
30,158.45217
31,158.42609
32,158.44783
33,158.39565
34,158.42174
35,158.41303999999997
36,158.40435
37,158.2087
38,158.2087
39,158.23478
40,158.27391
41,158.40435
42,158.35652
43,158.36956999999995
44,158.31304
45,158.31739000000002
46,158.39130000000003
47,158.37826
48,158.37826
49,158.36521999999997
50,158.37826
51,158.41738999999995
52,158.39130000000003
53,158.49565
54,158.5913
55,158.65652
56,158.61303999999996
57,158.51304
58,158.43043
59,158.53043
60,158.52174
61,157.64348
62,157.74348
63,157.42174
64,157.36956999999995
65,156.96957
66,156.59565
67,156.43043
68,156.83478
69,156.75652000000002
70,157.08696
71,156.9087
72,156.91738999999995
73,156.03913
74,155.8
75,155.78696000000002
76,156.08696
77,155.98261000000002
78,156.26522
79,156.06521999999995
80,155.91738999999995
81,155.76086999999995
82,155.5
83,155.82173999999995
84,155.6913
85,155.70435
86,155.74783
87,156.26086999999995
88,156.58695999999998
89,157.03913
90,157.08261000000005
91,157.17391
92,157.11303999999996
93,157.1
94,157.06957
95,157.15652
96,156.9
97,156.82173999999995
98,156.89565
99,156.89565
100,156.93043
101,156.97391000000005
102,156.98261000000002
103,156.98261000000002
104,156.96957
105,156.9
106,156.86956999999995
107,156.87826
108,156.93043
109,157.2913
110,156.82173999999995
111,156.79565
112,156.71303999999995
113,156.67826000000005
114,156.81304
115,156.83042999999998
116,156.77826000000005
117,156.65216999999993
118,156.66957
119,156.67391
120,156.8
121,156.73043
122,156.73913000000007
123,156.7913
124,156.73913000000007
125,156.73478
126,156.73913000000007
127,156.79565
128,156.83042999999998
129,156.8087
130,156.9913
131,156.99999999999997
132,157.01738999999995
133,156.95651999999995
134,157.00435
135,156.9913
136,156.93913
137,156.95651999999995
138,157.10435
139,157.11739
140,157.21303999999992
141,157.2087
