,0
0,102.62609
1,102.61739
2,102.63913000000001
3,102.67825999999998
4,102.70435
5,102.6913
6,102.6913
7,102.66957
8,102.66957
9,102.66086999999999
10,102.66086999999999
11,102.66521999999999
12,102.65652
13,102.65217
14,102.77826000000002
15,102.7913
16,102.73913
17,102.77826000000002
18,102.72609
19,102.7
20,102.66957
21,102.64783
22,102.66957
23,102.67825999999998
24,102.69565000000001
25,102.6913
26,102.68261
27,102.66957
28,102.64783
29,102.64348000000001
30,102.63044000000001
31,102.61739
32,102.63044000000001
33,102.64348000000001
34,102.64348000000001
35,102.63913000000001
36,102.66957
37,102.67390999999999
38,102.66086999999999
39,102.63044000000001
40,102.92608999999999
41,102.96087
42,103.05651999999999
43,103.13913000000001
44,103.12609
45,103.10435
46,103.1087
47,103.06087
48,103.12174000000002
49,103.13478
50,103.16521999999999
51,103.13044000000001
52,103.07826
53,103.04348
54,103.03478
55,103.03478
56,103.06522000000001
57,103.06956
58,103.0913
59,103.09564999999999
60,103.1
61,103.03913000000001
62,103.04348
63,103.0913
64,103.08695999999999
65,103.10435
66,103.07826
67,103.08261
68,103.06956
69,103.06956
70,103.15217
71,103.16957
72,103.15652
73,103.2087
74,103.25216999999999
75,103.2
76,103.19129999999998
77,103.18261
78,103.29130000000002
79,103.33913000000001
80,103.34783
81,103.33913000000001
82,103.33913000000001
83,103.33043
84,103.33043
85,103.3087
86,103.29565
87,103.31739
88,103.33478000000001
89,103.29999999999998
90,103.27826
91,103.27390999999999
92,103.30435
93,103.26957
94,103.27390999999999
95,103.26087
96,103.26957
97,103.29565
98,103.29130000000002
99,103.28696
100,103.29999999999998
101,103.27390999999999
102,103.30435
103,103.27826
104,103.29999999999998
105,103.29130000000002
106,103.31304
107,103.36086999999999
108,103.35651999999999
109,103.40870000000001
110,103.41304000000001
111,103.40435
112,103.41304000000001
113,103.4
114,103.38696
115,103.4
116,103.41739
117,103.41304000000001
118,103.41304000000001
119,103.4
120,103.38696
121,103.3913
122,103.42609
123,103.42609
124,103.46956999999999
125,103.54348
126,103.56522
127,103.57826000000001
128,103.6
129,103.58261
130,103.63913000000001
131,103.61304
132,103.46956999999999
133,103.46087
134,103.40435
135,103.43044
136,103.45217
137,103.49565000000001
138,103.5
139,103.51304
140,103.57826000000001
141,103.62174
142,103.61304
143,103.62174
144,103.62174
145,103.65652
146,103.64783
147,103.60435
148,103.63044
149,103.70435
150,103.73478
151,103.76087
152,103.74348000000002
153,103.73478
154,103.6913
155,103.6913
156,103.84348
157,103.83478000000001
158,103.78261
159,103.76957
160,103.77391
161,103.79565
162,103.77391
163,103.76087
164,103.72174
165,103.70435
166,103.68696
167,103.70435
168,103.7087
169,103.7
170,103.65217
171,103.67391
172,103.7
173,103.70435
174,103.7087
175,103.72608999999999
176,103.71739000000002
177,103.69565
178,103.67391
179,103.68696
180,103.66521999999999
181,103.65217
182,103.66521999999999
183,103.66086999999999
184,103.66086999999999
185,103.66521999999999
186,103.65652
187,103.66086999999999
188,103.72174
189,103.71304
190,103.66521999999999
191,103.6913
192,103.69565
193,103.7
194,103.72608999999999
195,103.67826
196,103.66086999999999
197,103.66086999999999
198,103.66086999999999
199,103.67826
200,103.67391
201,103.68261
202,103.7
203,103.6913
204,103.69565
205,103.68261
206,103.69565
207,103.68696
208,103.65217
209,103.76522
210,103.7913
211,103.77391
212,103.74783000000001
213,103.75652000000001
214,103.67391
215,103.56956
216,103.51739
217,103.48696
218,103.55216999999999
219,103.6087
220,103.64348000000001
221,103.66521999999999
222,103.63913000000001
223,103.68261
224,103.7087
225,103.7
226,103.63478000000002
227,103.66086999999999
228,103.64783
229,103.63044
230,103.65217
231,103.63044
232,103.65652
233,103.69565
234,103.71304
235,103.68261
236,103.63478000000002
237,103.6913
238,103.66086999999999
239,103.66521999999999
240,103.70435
241,103.64783
242,103.65217
243,103.63913000000001
244,103.66521999999999
245,103.63478000000002
246,103.63913000000001
247,103.63044
248,103.63478000000002
249,103.64348000000001
250,103.68261
251,103.67391
252,103.67391
253,103.67826
254,103.68261
255,103.68696
256,103.68261
257,103.67391
258,103.68261
259,103.67826
260,103.68696
261,103.68261
262,103.7
263,103.68696
264,103.68261
265,103.68261
266,103.68261
267,103.67826
268,103.67391
269,103.68261
270,103.67826
271,103.7
272,103.71304
273,103.64783
274,103.65217
275,103.64348000000001
276,103.68261
277,103.66086999999999
278,103.71304
279,103.72608999999999
280,103.75216999999999
281,103.77391
282,103.73478
283,103.74348000000002
284,103.71739000000002
285,103.7
286,103.68261
287,103.67826
288,103.68261
289,103.65217
290,103.65652
291,103.65217
292,103.60435
293,103.6
294,103.6087
295,103.62174
296,103.61739
297,103.60435
298,103.58695999999998
299,103.66086999999999
300,103.56086999999998
301,103.5087
302,103.47391
303,103.58261
304,103.54782999999999
305,103.54348
306,103.5087
307,103.48261
308,103.54782999999999
309,103.53913
310,103.48696
311,103.48696
312,103.5
313,103.47391
314,103.51739
315,103.52174
316,103.5
317,103.52174
318,103.55651999999999
319,103.56086999999998
320,103.57826000000001
321,103.61739
322,103.6087
323,103.6087
324,103.63044
325,103.63044
326,103.64783
327,103.61304
328,103.73478
329,103.78261
330,103.75652000000001
331,103.75652000000001
332,103.72608999999999
333,103.71304
334,103.74783000000001
335,103.75652000000001
336,103.73913
337,103.75216999999999
338,103.76522
339,103.78696
340,103.7913
341,103.76957
342,103.71304
343,103.64783
344,103.65217
345,103.65652
346,103.66956999999998
347,103.67391
348,103.66956999999998
349,103.66956999999998
350,103.64348000000001
351,103.67826
352,103.69565
353,103.7
354,103.71304
355,103.7087
356,103.71304
357,103.7087
358,103.69565
359,103.70435
360,103.67391
361,103.74783000000001
362,103.75652000000001
363,103.81303999999999
364,103.77826
365,103.78696
366,103.82609000000002
367,103.81739
368,103.80869999999999
369,103.76957
370,103.75216999999999
371,103.73478
372,103.72174
373,103.72608999999999
374,103.74783000000001
375,103.76522
376,103.69565
